page_id,name,urlslug,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,YEAR
1921,Felix Faust (New Earth),\/wiki\/Felix_Faust_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,95,"1962, March",1962
11733,Virgil Hawkins (Dakotaverse),\/wiki\/Virgil_Hawkins_(Dakotaverse),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,94,"1993, June",1993
1713,James Harper (New Earth),\/wiki\/James_Harper_(New_Earth),Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,94,"1942, April",1942
11164,Soranik Natu (New Earth),\/wiki\/Soranik_Natu_(New_Earth),Public Identity,Good Characters,Purple Eyes,Black Hair,Female Characters,,Living Characters,93,"2005, November",2005
1618,Anissa Pierce (New Earth),\/wiki\/Anissa_Pierce_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,Homosexual Characters,Living Characters,92,"2003, August",2003
1673,Roman Sionis (New Earth),\/wiki\/Roman_Sionis_(New_Earth),Public Identity,Bad Characters,Black Eyes,,Male Characters,,Deceased Characters,92,"1985, August",1985
39459,"Henry King, Jr. (New Earth)","\/wiki\/Henry_King,_Jr._(New_Earth)",Public Identity,Good Characters,Blue Eyes,Strawberry Blond Hair,Male Characters,,Living Characters,92,"1983, August",1983
1902,Orm Marius (New Earth),\/wiki\/Orm_Marius_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,92,"1966, October",1966
1527,Citizen Abra (New Earth),\/wiki\/Citizen_Abra_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,92,"1962, May",1962
1826,Abin Sur (New Earth),\/wiki\/Abin_Sur_(New_Earth),Public Identity,Good Characters,Blue Eyes,,Male Characters,,Deceased Characters,92,"1959, October",1959
16274,Merlin (New Earth),\/wiki\/Merlin_(New_Earth),Secret Identity,Neutral Characters,Black Eyes,White Hair,Male Characters,,Living Characters,92,"1936, February",1936
1691,William Payton (New Earth),\/wiki\/William_Payton_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,91,"1988, October",1988
2742,Danette Reilly (New Earth),\/wiki\/Danette_Reilly_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Red Hair,Female Characters,,Living Characters,91,"1981, August",1981
18276,Jonathan Tane (New Earth),\/wiki\/Jonathan_Tane_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,91,"1948, August",1948
17519,Ronald Troupe (New Earth),\/wiki\/Ronald_Troupe_(New_Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,90,"1991, July",1991
10235,William Storm (New Earth),\/wiki\/William_Storm_(New_Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,90,"1964, June",1964
14508,Hermes (New Earth),\/wiki\/Hermes_(New_Earth),Public Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,90,"1959, April",1959
1876,Timothy Hunter (New Earth),\/wiki\/Timothy_Hunter_(New_Earth),Public Identity,Good Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,89,"1990, December",1990
69502,Taghurrhu (New Earth),\/wiki\/Taghurrhu_(New_Earth),Public Identity,Good Characters,Green Eyes,Orange Hair,Male Characters,,Living Characters,89,"1981, June",1981
1503,Sandra Wu-San (New Earth),\/wiki\/Sandra_Wu-San_(New_Earth),Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,89,"1976, January",1976
1399,Eobard Thawne (New Earth),\/wiki\/Eobard_Thawne_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Strawberry Blond Hair,Male Characters,,Deceased Characters,89,"1963, September",1963
4858,William Zard (New Earth),\/wiki\/William_Zard_(New_Earth),Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,89,"1947, April",1947
17524,Arnold Wesker (New Earth),\/wiki\/Arnold_Wesker_(New_Earth),Public Identity,Bad Characters,Blue Eyes,White Hair,Male Characters,,Deceased Characters,88,"1988, February",1988
177671,Philippus (New Earth),\/wiki\/Philippus_(New_Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,88,"1987, February",1987
1938,David Clinton (New Earth),\/wiki\/David_Clinton_(New_Earth),Secret Identity,,Blue Eyes,Black Hair,Male Characters,,Living Characters,88,"1962, November",1962
2604,Bobo T. Chimpanzee (New Earth),\/wiki\/Bobo_T._Chimpanzee_(New_Earth),,,Black Eyes,Black Hair,Male Characters,,Living Characters,88,"1952, August",1952
2620,Miriam Delgado (Team Titans),\/wiki\/Miriam_Delgado_(Team_Titans),Secret Identity,Good Characters,Black Eyes,Black Hair,Female Characters,,Living Characters,87,1991,1991
15333,Mister Bones (New Earth),\/wiki\/Mister_Bones_(New_Earth),Secret Identity,Neutral Characters,,,Male Characters,,Living Characters,87,"1985, July",1985
1689,Mikaal Tomas (New Earth),\/wiki\/Mikaal_Tomas_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Purple Hair,Male Characters,Homosexual Characters,Living Characters,87,"1976, March",1976
1489,Peter Ross (New Earth),\/wiki\/Peter_Ross_(New_Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,87,"1961, January",1961
1683,Matthew Tyler (New Earth),\/wiki\/Matthew_Tyler_(New_Earth),Public Identity,Good Characters,White Eyes,,Male Characters,,Deceased Characters,86,"1997, November",1997
39182,Suzanne King-Jones (New Earth),\/wiki\/Suzanne_King-Jones_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,86,"1997, August",1997
174719,Rosabelle Mendez (New Earth),\/wiki\/Rosabelle_Mendez_(New_Earth),Secret Identity,Good Characters,Red Eyes,,,,Deceased Characters,86,"1991, February",1991
22096,Sardath (New Earth),\/wiki\/Sardath_(New_Earth),Public Identity,Good Characters,Blue Eyes,,Male Characters,,Living Characters,86,"1958, December",1958
14511,Herakles (New Earth),\/wiki\/Herakles_(New_Earth),Public Identity,,Brown Eyes,Brown Hair,Male Characters,,Living Characters,86,"1941, December",1941
16376,Harold Thompson (New Earth),\/wiki\/Harold_Thompson_(New_Earth),Secret Identity,,Blue Eyes,Blond Hair,Male Characters,,Living Characters,86,"1938, June",1938
1895,Shayera Thal (New Earth),\/wiki\/Shayera_Thal_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Red Hair,Female Characters,,Deceased Characters,85,"1989, August",1989
56388,Mallah (New Earth),\/wiki\/Mallah_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Homosexual Characters,Deceased Characters,85,"1964, March",1964
2718,Congorilla (New Earth),\/wiki\/Congorilla_(New_Earth),Public Identity,Good Characters,Blue Eyes,Gold Hair,Male Characters,,Living Characters,85,"1959, January",1959
14118,Thomas Elliot (New Earth),\/wiki\/Thomas_Elliot_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Red Hair,Male Characters,,Living Characters,84,"2003, January",2003
1598,Greta Hayes (New Earth),\/wiki\/Greta_Hayes_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,84,"1998, June",1998
1906,Parallax (New Earth),\/wiki\/Parallax_(New_Earth),Secret Identity,Bad Characters,,,,,Living Characters,84,"1994, March",1994
153779,Julia Deneiros (New Earth),\/wiki\/Julia_Deneiros_(New_Earth),Public Identity,Good Characters,Blue Eyes,Grey Hair,Female Characters,,Living Characters,84,"1987, April",1987
143236,Etta Candy (New Earth),\/wiki\/Etta_Candy_(New_Earth),Public Identity,Good Characters,Green Eyes,Brown Hair,Female Characters,,Living Characters,84,"1942, February",1942
11872,Jonathan Law (New Earth),\/wiki\/Jonathan_Law_(New_Earth),Secret Identity,,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,84,"1941, October",1941
18466,Thomas Bronson (New Earth),\/wiki\/Thomas_Bronson_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,83,"2007, February",2007
24160,Norda Cantrell (New Earth),\/wiki\/Norda_Cantrell_(New_Earth),Secret Identity,,White Eyes,Brown Hair,Male Characters,,Living Characters,83,"1983, September",1983
2610,Karen Beecher (New Earth),\/wiki\/Karen_Beecher_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,83,"1976, December",1976
19791,Ellen Frazier (New Earth),\/wiki\/Ellen_Frazier_(New_Earth),Public Identity,Good Characters,Green Eyes,Red Hair,Female Characters,,Living Characters,83,"1965, September",1965
90828,Simon Stagg (New Earth),\/wiki\/Simon_Stagg_(New_Earth),Public Identity,Bad Characters,Blue Eyes,White Hair,Male Characters,,Living Characters,83,"1965, January",1965
35885,"Rex, the Wonder Dog (New Earth)","\/wiki\/Rex,_the_Wonder_Dog_(New_Earth)",Public Identity,Good Characters,Blue Eyes,White Hair,Male Characters,,Living Characters,83,"1952, February",1952
11169,Isamot Kol (New Earth),\/wiki\/Isamot_Kol_(New_Earth),Secret Identity,Good Characters,Yellow Eyes,,Male Characters,,Living Characters,82,"2005, November",2005
7581,Thomas Monaghan (New Earth),\/wiki\/Thomas_Monaghan_(New_Earth),Public Identity,Good Characters,Black Eyes,Black Hair,Male Characters,,Deceased Characters,82,1993,1993
11249,Tomar-Tu (New Earth),\/wiki\/Tomar-Tu_(New_Earth),Secret Identity,Good Characters,White Eyes,,Male Characters,,Living Characters,82,"1990, October",1990
2701,Kalibak (New Earth),\/wiki\/Kalibak_(New_Earth),Public Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,,Deceased Characters,82,"1971, March",1971
49419,Drury Walker (New Earth),\/wiki\/Drury_Walker_(New_Earth),Secret Identity,Bad Characters,Red Eyes,Brown Hair,Male Characters,,Deceased Characters,82,"1951, February",1951
5443,Terrence Thirteen (New Earth),\/wiki\/Terrence_Thirteen_(New_Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,82,"1951, November",1951
13011,Hannibal Hawkes (New Earth),\/wiki\/Hannibal_Hawkes_(New_Earth),Secret Identity,Good Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,82,"1948, October",1948
1707,Circe (New Earth),\/wiki\/Circe_(New_Earth),Public Identity,Bad Characters,Red Eyes,Purple Hair,Female Characters,,Living Characters,81,"1988, August",1988
4814,Baran Flinders (New Earth),\/wiki\/Baran_Flinders_(New_Earth),Public Identity,Bad Characters,Blue Eyes,Red Hair,Male Characters,,Living Characters,81,"1981, January",1981
1794,Mark Shaw (New Earth),\/wiki\/Mark_Shaw_(New_Earth),Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,81,"1975, August",1975
1703,Neal Emerson (New Earth),\/wiki\/Neal_Emerson_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,81,"1963, June",1963
15841,Cameron Chase (New Earth),\/wiki\/Cameron_Chase_(New_Earth),Secret Identity,Good Characters,Green Eyes,Blond Hair,Female Characters,,Living Characters,80,"1998, January",1998
23988,John Corben (New Earth),\/wiki\/John_Corben_(New_Earth),Secret Identity,Bad Characters,Photocellular Eyes,Brown Hair,Male Characters,,Living Characters,80,"1987, January",1987
153775,Vanessa Kapatelis (New Earth),\/wiki\/Vanessa_Kapatelis_(New_Earth),,Good Characters,Blue Eyes,Brown Hair,Female Characters,,Living Characters,80,"1987, April",1987
11438,Lian Harper (New Earth),\/wiki\/Lian_Harper_(New_Earth),Public Identity,Good Characters,Green Eyes,Black Hair,Female Characters,,Deceased Characters,80,"1986, June",1986
8012,Malcolm Duncan (New Earth),\/wiki\/Malcolm_Duncan_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,80,"1970, April",1970
7041,Samuel Scudder (New Earth),\/wiki\/Samuel_Scudder_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,80,"1959, March",1959
1492,Sasha Bordeaux (New Earth),\/wiki\/Sasha_Bordeaux_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,79,"2000, December",2000
2660,L-Ron (New Earth),\/wiki\/L-Ron_(New_Earth),Public Identity,Good Characters,Photocellular Eyes,,Male Characters,,Living Characters,79,"1988, June",1988
28158,Rudolph Jones (New Earth),\/wiki\/Rudolph_Jones_(New_Earth),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,79,"1987, April",1987
4899,Valentina Vostok (New Earth),\/wiki\/Valentina_Vostok_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,79,"1977, September",1977
1854,Paul Booker (New Earth),\/wiki\/Paul_Booker_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,79,"1966, March",1966
7518,Abigail Hunkel (New Earth),\/wiki\/Abigail_Hunkel_(New_Earth),Secret Identity,Good Characters,Black Eyes,Brown Hair,Female Characters,,Living Characters,79,"1939, June",1939
17834,Cyril Saunders (New Earth),\/wiki\/Cyril_Saunders_(New_Earth),Public Identity,Good Characters,Hazel Eyes,White Hair,Male Characters,,Living Characters,79,"1937, March",1937
1891,Jakeem Williams (New Earth),\/wiki\/Jakeem_Williams_(New_Earth),Secret Identity,,Brown Eyes,,Male Characters,,Living Characters,79,,
1523,Owen Mercer (New Earth),\/wiki\/Owen_Mercer_(New_Earth),Secret Identity,Reformed Criminals,Blue Eyes,Red Hair,Male Characters,,Deceased Characters,78,"2004, October",2004
13336,Christopher Smith (New Earth),\/wiki\/Christopher_Smith_(New_Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,78,"1966, November",1966
1934,Roger Hayden (New Earth),\/wiki\/Roger_Hayden_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Red Hair,Male Characters,,Deceased Characters,78,"1965, June",1965
8818,Hector Hammond (New Earth),\/wiki\/Hector_Hammond_(New_Earth),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,78,"1961, April",1961
1993,Lorena Marquez (New Earth),\/wiki\/Lorena_Marquez_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,77,"2004, May",2004
12149,Boodikka (New Earth),\/wiki\/Boodikka_(New_Earth),Public Identity,Good Characters,Green Eyes,Black Hair,Female Characters,,Deceased Characters,77,"1992, January",1992
5878,Samuel Lane (New Earth),\/wiki\/Samuel_Lane_(New_Earth),Public Identity,Bad Characters,Blue Eyes,Grey Hair,Male Characters,,Deceased Characters,77,"1987, January",1987
3996,"Thaddeus Sivana, Sr. (New Earth)","\/wiki\/Thaddeus_Sivana,_Sr._(New_Earth)",Public Identity,Bad Characters,Black Eyes,,Male Characters,,Living Characters,77,"1987, April",1987
4903,Joshua Clay (New Earth),\/wiki\/Joshua_Clay_(New_Earth),Secret Identity,,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,77,"1977, September",1977
8809,Lashina (New Earth),\/wiki\/Lashina_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,77,"1972, February",1972
2708,Brain (New Earth),\/wiki\/Brain_(New_Earth),Secret Identity,Bad Characters,,,Male Characters,Homosexual Characters,Living Characters,77,"1964, March",1964
95201,Curtis Metcalf (Dakotaverse),\/wiki\/Curtis_Metcalf_(Dakotaverse),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,76,"1993, April",1993
36677,Brik (New Earth),\/wiki\/Brik_(New_Earth),Secret Identity,Good Characters,White Eyes,,Female Characters,,Living Characters,76,"1991, May",1991
19150,Adrian Chase (New Earth),\/wiki\/Adrian_Chase_(New_Earth),Public Identity,,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,76,"1982, September",1982
111450,Java (New Earth),\/wiki\/Java_(New_Earth),Public Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,76,"1965, January",1965
7103,Horace Canfield (New Earth),\/wiki\/Horace_Canfield_(New_Earth),Public Identity,Good Characters,,,Male Characters,,Living Characters,76,"1961, April",1961
15926,Captain Harding (New Earth),\/wiki\/Captain_Harding_(New_Earth),Public Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,76,"1956, February",1956
18743,Helena Sandsmark (New Earth),\/wiki\/Helena_Sandsmark_(New_Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,75,"1996, January",1996
11942,Sarah Charles (New Earth),\/wiki\/Sarah_Charles_(New_Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,75,"1985, September",1985
11247,Tomar-Re (New Earth),\/wiki\/Tomar-Re_(New_Earth),Secret Identity,Good Characters,Red Eyes,,Male Characters,,Deceased Characters,75,"1961, June",1961
17913,"Richard Flag, Jr. (New Earth)","\/wiki\/Richard_Flag,_Jr._(New_Earth)",Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,75,"1959, September",1959
19703,Nathaniel Heywood (New Earth),\/wiki\/Nathaniel_Heywood_(New_Earth),Secret Identity,Good Characters,Green Eyes,Red Hair,Male Characters,,Living Characters,74,"2007, March",2007
2655,Hugh Dawkins (New Earth),\/wiki\/Hugh_Dawkins_(New_Earth),Secret Identity,Good Characters,White Eyes,Blond Hair,Male Characters,Homosexual Characters,Living Characters,74,"1986, November",1986
16733,Matthew Cable (New Earth),\/wiki\/Matthew_Cable_(New_Earth),Secret Identity,,,Black Hair,Male Characters,,Living Characters,74,"1972, November",1972
12382,Starro (New Earth),\/wiki\/Starro_(New_Earth),,Bad Characters,Black Eyes,,Male Characters,,Living Characters,74,"1960, March",1960
8260,Topo (New Earth),\/wiki\/Topo_(New_Earth),,Good Characters,,,Male Characters,,Living Characters,74,"1956, October",1956
1927,Winslow Schott (New Earth),\/wiki\/Winslow_Schott_(New_Earth),Public Identity,Bad Characters,Blue Eyes,,Male Characters,,Living Characters,74,"1943, September",1943
41263,Ultra-Humanite (New Earth),\/wiki\/Ultra-Humanite_(New_Earth),Secret Identity,,Red Eyes,White Hair,Male Characters,,Living Characters,74,"1939, June",1939
1671,Neron (New Earth),\/wiki\/Neron_(New_Earth),Secret Identity,Bad Characters,White Eyes,Blond Hair,Male Characters,,Living Characters,73,"1995, November",1995
1676,Victor Zsasz (New Earth),\/wiki\/Victor_Zsasz_(New_Earth),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,73,"1992, June",1992
4888,Kay Challis (New Earth),\/wiki\/Kay_Challis_(New_Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,73,"1989, February",1989
5113,Roland Desmond (New Earth),\/wiki\/Roland_Desmond_(New_Earth),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,73,"1965, November",1965
3648,Carl Sands (New Earth),\/wiki\/Carl_Sands_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,73,"1961, July",1961
40593,Dane Dorrance (New Earth),\/wiki\/Dane_Dorrance_(New_Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,73,"1960, August",1960
10335,Flying Cloud (New Earth),\/wiki\/Flying_Cloud_(New_Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,73,"1960, December",1960
31603,"Peter Merkel, Jr. (New Earth)","\/wiki\/Peter_Merkel,_Jr._(New_Earth)",Secret Identity,Bad Characters,Grey Eyes,Red Hair,Male Characters,,Living Characters,72,"2005, July",2005
2777,Garryn Bek (New Earth),\/wiki\/Garryn_Bek_(New_Earth),Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,72,"1989, January",1989
17742,Jose Delgado (New Earth),\/wiki\/Jose_Delgado_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,72,"1987, May",1987
5420,Mogo (New Earth),\/wiki\/Mogo_(New_Earth),Public Identity,Good Characters,,,Male Characters,,Living Characters,72,"1985, May",1985
2745,Cain (New Earth),\/wiki\/Cain_(New_Earth),Public Identity,Bad Characters,Black Eyes,Brown Hair,Male Characters,,Living Characters,72,"1968, August",1968
35472,Steven Trevor (New Earth),\/wiki\/Steven_Trevor_(New_Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,72,"1941, December",1941
4779,Edgar Cizko (New Earth),\/wiki\/Edgar_Cizko_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,71,"1991, May",1991
2862,Louise Lincoln (New Earth),\/wiki\/Louise_Lincoln_(New_Earth),Public Identity,Bad Characters,Blue Eyes,Blue Hair,Female Characters,,Living Characters,71,"1984, March",1984
7694,Brian Savage (New Earth),\/wiki\/Brian_Savage_(New_Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,71,"1977, April",1977
7937,Thomas Oscar Morrow (New Earth),\/wiki\/Thomas_Oscar_Morrow_(New_Earth),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,71,"1964, March",1964
1555,Amazo (New Earth),\/wiki\/Amazo_(New_Earth),Public Identity,Bad Characters,Red Eyes,,Male Characters,,Living Characters,71,"1960, July",1960
61438,Kingsley Faraday (New Earth),\/wiki\/Kingsley_Faraday_(New_Earth),Public Identity,Good Characters,Blue Eyes,White Hair,Male Characters,,Living Characters,70,"1950, August",1950
1565,Clifford Zmeck (New Earth),\/wiki\/Clifford_Zmeck_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,69,"1988, February",1988
5266,Nabu (New Earth),\/wiki\/Nabu_(New_Earth),Public Identity,Good Characters,Blue Eyes,White Hair,Male Characters,,Deceased Characters,69,"1941, May",1941
113190,Bleez (New Earth),\/wiki\/Bleez_(New_Earth),Public Identity,Neutral Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,68,"2008, December",2008
173412,Hannu (New Earth),\/wiki\/Hannu_(New_Earth),Public Identity,Good Characters,White Eyes,,Male Characters,,Living Characters,68,"1994, February",1994
7576,Catherine Cobert (New Earth),\/wiki\/Catherine_Cobert_(New_Earth),,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,68,"1987, December",1987
81146,Harry Stein (New Earth),\/wiki\/Harry_Stein_(New_Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,68,"1985, November",1985
60567,Adeline Kane (New Earth),\/wiki\/Adeline_Kane_(New_Earth),Secret Identity,Neutral Characters,Green Eyes,Brown Hair,Female Characters,,Deceased Characters,68,"1983, August",1983
69315,Green Man (New Earth),\/wiki\/Green_Man_(New_Earth),Public Identity,,Red Eyes,,Male Characters,,Deceased Characters,68,"1983, May",1983
2618,Tara Markov (New Earth),\/wiki\/Tara_Markov_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,68,"1982, December",1982
127582,Shakira (New Earth),\/wiki\/Shakira_(New_Earth),Public Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,68,"1980, April",1980
64122,Tara Morgan (New Earth),\/wiki\/Tara_Morgan_(New_Earth),Public Identity,Good Characters,,Brown Hair,Female Characters,,Living Characters,68,"1975, November",1975
4862,Isaac Bowin (New Earth),\/wiki\/Isaac_Bowin_(New_Earth),Secret Identity,,Blue Eyes,,Male Characters,,Deceased Characters,68,"1948, January",1948
6968,Hop Harrigan (New Earth),\/wiki\/Hop_Harrigan_(New_Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,68,"1939, April",1939
13339,Sonia Sato (New Earth),\/wiki\/Sonia_Sato_(New_Earth),Secret Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,67,"2007, January",2007
11173,Vath Sarn (New Earth),\/wiki\/Vath_Sarn_(New_Earth),Public Identity,Good Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,67,"2005, November",2005
1859,Mercy Graves (New Earth),\/wiki\/Mercy_Graves_(New_Earth),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,67,"1999, August",1999
11848,Arnold Munro (New Earth),\/wiki\/Arnold_Munro_(New_Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,67,"1987, June",1987
11528,Bibbo Bibbowski (New Earth),\/wiki\/Bibbo_Bibbowski_(New_Earth),Public Identity,Good Characters,Grey Eyes,Grey Hair,Male Characters,,Living Characters,67,"1987, May",1987
1672,Jebediah of Canaan (New Earth),\/wiki\/Jebediah_of_Canaan_(New_Earth),Secret Identity,Good Characters,Blue Eyes,White Hair,Male Characters,,Living Characters,67,"1987, April",1987
4798,Lawrence Bolatinsky (New Earth),\/wiki\/Lawrence_Bolatinsky_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,67,"1984, November",1984
117854,Lydea Mallor (New Earth),\/wiki\/Lydea_Mallor_(New_Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,67,"1982, August",1982
5212,Tana Moon (New Earth),\/wiki\/Tana_Moon_(New_Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Deceased Characters,66,"1993, June",1993
19788,Maxine Baker (New Earth),\/wiki\/Maxine_Baker_(New_Earth),Public Identity,Good Characters,Green Eyes,Red Hair,Female Characters,,Living Characters,66,"1988, September",1988
1521,Frances Kane (New Earth),\/wiki\/Frances_Kane_(New_Earth),Public Identity,,Blue Eyes,Purple Hair,Female Characters,,Living Characters,66,"1982, March",1982
11356,Jason Bard (New Earth),\/wiki\/Jason_Bard_(New_Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,66,"1969, October",1969
1852,Krona (New Earth),\/wiki\/Krona_(New_Earth),Public Identity,Bad Characters,Green Eyes,White Hair,Male Characters,,Deceased Characters,66,"1965, October",1965
11858,Daniel Dunbar (New Earth),\/wiki\/Daniel_Dunbar_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,,Living Characters,66,"1942, March",1942
1647,Scandal Savage (New Earth),\/wiki\/Scandal_Savage_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Female Characters,Homosexual Characters,Living Characters,65,"2005, July",2005
62317,Mackenzie Bock (New Earth),\/wiki\/Mackenzie_Bock_(New_Earth),Public Identity,Good Characters,Brown Eyes,,Male Characters,,Living Characters,65,"1995, January",1995
63742,Jeremiah Arkham (New Earth),\/wiki\/Jeremiah_Arkham_(New_Earth),Public Identity,Bad Characters,,,Male Characters,,Living Characters,65,"1992, June",1992
117843,Amon Hakk (New Earth),\/wiki\/Amon_Hakk_(New_Earth),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,65,"1991, August",1991
86563,Garv (New Earth),\/wiki\/Garv_(New_Earth),Public Identity,Good Characters,Blue Eyes,,Male Characters,,Living Characters,65,"1990, May",1990
3415,Karen Lou Faulkner (New Earth),\/wiki\/Karen_Lou_Faulkner_(New_Earth),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Female Characters,Homosexual Characters,Living Characters,65,"1987, July",1987
1529,Albert Desmond (New Earth),\/wiki\/Albert_Desmond_(New_Earth),,,Green Eyes,Red Hair,Male Characters,,Living Characters,65,"1958, April",1958
